Profile ID;Organisation;Location;Work Category;
30794;Laity Commission Trust- Tamilnadu;Tamil Nadu, Theni;Children - Education , Social Welfare;
6000;Lajpur Medical Trust;Gujarat, Surat;Social Welfare , Social Welfare;
20478;Lakamayak Club;Orissa, Cuttack;Social Welfare;
23652;Lakheri Cement Workers Multipurpose Co-operative Society;Rajasthan, Lakheri;Social Welfare;
12364;Laksaya Society;Madhya Pradesh, Sagar;Capacity Building , Education - Literacy , Social Welfare;
11710;laksh samajsewa sansthan;Madhya Pradesh, Dhar;Social Welfare;
7424;LAKSHAY EDUCATIONAL & WELFARE SOCIETY & JOURNALIST ASSOCIATION;Delhi, Delhi;Children , Empowerment , Social Welfare;
21836;Lakshman Nayak Society For Rural Development;Orissa, Rayagada;Children - Education;
37820;Lakshman Rao Nagar Methodist School;Karnataka, Bangalore;Social Welfare;
26806;Lakshmi Ram Medical Trust;Tamil Nadu, Coimbatore;Social Welfare , Social Welfare;
28866;Lakshmi Seva Sangham;Tamil Nadu, Madurai;Social Welfare , Social Welfare;
28868;Lakshmi Vidya Sangham;Tamil Nadu, Madurai;Children - Education , Social Welfare;
15146;Lakshy;Maharashtra, Mumbai, Kandivali (E);Children - Education , Corruption , Slum Development;
12090;lakshya (I.D.A.S);Madhya Pradesh, Jabalpur;Afforestation , Agriculture , Animal Welfare;
6340;Lakshya (Mission for Social Welfare);Haryana;Social Welfare;
33624;Lakshya Foundation;Uttar Pradesh, Lucknow;Community Development , Empowerment , Youth;
738;Lakshya Sadhana;Andhra Pradesh, Hyderabad;Disabilities - Mentally - Challenged;
32856;lakshya society;Uttar Pradesh, Agra;Urban Development , Vocational Training , Women;
5980;Lakshya Trust;Gujarat, Surat;Medical - HIV / AIDs , Medical - Male Sexual Health;
34268;Lakudi uddayan Social Welfare Society;West Bengal, Burdwan;Medical - Asthma , Medical - Services , Rural Development;
6548;Lal Bahadur Shastri Hospital Khichripur;Delhi, Delhi;Medical - Health;
8968;Lal Bahadur Shastri Memorial Foundation;Delhi, Delhi;Children - Education;
8970;Lal Bahadur Shastri National Memorial Trust;Delhi, Delhi;Children - Education;
6874;Lala Gela Ram Memorial Charitabal Dental Hospital Society;Delhi, Delhi;Medical - Hospital;
35196;Lala Jagat Narain Himotkarsh Kanya Mahavidyalya;Himachal Pradesh, Baddi;Children - Education , Children - Education;
15380;Lala Lajpat Rai Memorial Trust;Maharashtra, Mumbai, Mahalakshmi;Children - Education;
11020;LALA PREMCHAND EDUCATIONAL & WELFARE TRUST;Delhi, Delhi;Children - Child Guidance Clinic , Children - Education , Education - Slow Learners;
8972;Lala Thakur Dass Memorial & Charitable trust;Delhi, Delhi;Donors;
25064;Lalaji Memorial Educational Society;Tamil Nadu, Chennai;Children - Education , Children - Education;
1836;lalbahadur organisation for rural development;Andhra Pradesh, Warangal;Agriculture , Education - Literacy , Rural Development;
3922;Lalbhai Group Rural Development Fund;Gujarat, Ahmedabad;Rural Development , Social Welfare;
34796;lalgarh welfare association;West Bengal, Kolkota;Blood donation , Children - Education , Children - Street Children;
20200;Lalita Kala Pilta;Orissa, Bhubaneshwar;Social Welfare;
3540;Lallubhai Gordhanbhai Hospital;Gujarat, Ahmedabad;Social Welfare;
2240;LALMANI MEMORIAL SANSTHAN;Bihar, Madhubani;Children - Street Children , Rural Development , Self Help Groups;
41346;Lamb of God Charitable Trust;Kerala, Thodupuzha;Children - Education , Community Centre , De-addiction;
18970;Lambsaved Ministries;Maharashtra, Vashi;Spiritual Development;
35696;Lamdon Model High School;Jammu and Kashmir, Pulwama;Children - Education , Children - Education;
35628;Lamdon Model Senior Secondary School;Jammu and Kashmir, Katra;Children - Education , Children - Education;
35630;Lamdon Social Welfare Society;Jammu and Kashmir, Katra;Social Welfare , Social Welfare;
19298;Lameizaile Multipurpose Society;Nagaland, Dimapur;Social Welfare , Social Welfare;
30002;Lamp Trust;Tamil Nadu, Pudukottai;Social Welfare , Social Welfare;
748;Lanco Foundation;Andhra Pradesh, Hyderabad;Children - Education , Medical - Cancer , Vocational Training;
29468;Land For The Tillers Freedom;Tamil Nadu, Nagapattinam;Social Welfare , Social Welfare;
25082;Landmark International Foundation for Empowerment Trust (LIFE Trust);Tamil Nadu, Chennai;Children , Community Development;
37512;Larkspur Educational Trust;Karnataka, Bangalore;Disabilities;
15946;Larsen & Toubro Public Charitable Trust;Maharashtra, Mumbai, Powai;Social Welfare;
13486;Larsen and Toubro Welfare Centre;Maharashtra, Mumbai, Andheri (E);Family Welfare;
16756;LASA CHARITABLE TRUST;Maharashtra, Nagpur;Children - Early Intervention , Education - Literacy , Women;
31232;Lassale Institute Of Technology Trust;Tamil Nadu, Thiruvannamalai;Children - Education , Children - Education;
34654;Lataguri Social Welfare Organization;West Bengal, Jalpaiguri;Medical - Health;
4390;Late Dilip-Paresh AshokChand Shah Sarvajanik Panjrapole;Gujarat, Baroda;Social Welfare , Social Welfare;
13432;Late Dr G M Bhavsar Charitable Trust;Maharashtra, Malegaon;Blood donation , Children - Education , Medical - HIV / AIDs;
5598;Late Shri Balakrishna Ratilal Shah Charitable and Education Trust;Gujarat, Rajkot;Social Welfare , Social Welfare;
13048;Late Shriram Ahirrao Memorial Trust;Maharashtra, Dhule;De-addiction , Medical - HIV / AIDs , Medical - Health;
5158;Late Smt. Kunverbai Ndathuabhai Deva Shah Swetamber Murtipuj;Gujarat, Jamnagar;Social Welfare , Social Welfare;
33696;late subedar singh memorial sewa sansthan;Uttar Pradesh, Meerut;Medical - Health , Vocational Training , Women;
13892;Late Vithal Kalid Education & Welfare trust;Maharashtra, Mumbai, Bhandup (W);Children , Community Development , Empowerment;
12708;late. Sureshrao S. Bijwe Bahuudeshiya Santha;Maharashtra, Amravati;Children - Education , Institution , Social Welfare;
16928;LateDr.B.N.Kotwal Educational&HealthTrust;Maharashtra, Nasik;Children - Education , Medical - HIV / AIDs , Medical - Health;
34022;Latika Roy Foundation;Uttaranchal, Dehradun;Children - Early Intervention , Children - Education , Disabilities;
10834;Latter-Day Saint Charities,;Delhi, Delhi;Donors;
37200;Lavigerie Sola Study House;Karnataka, Bangalore;Trusts;
30680;Lawarence Institute of Social Action Research Society;Tamil Nadu, Thekkampatty;Children - Education , Social Welfare;
26808;Lawrence & Margret Livesey M C Home;Tamil Nadu, Coimbatore;Children - Education , Social Welfare;
25066;Lawrence Educational Trust;Tamil Nadu, Chennai;Children - Education , Social Welfare;
29688;Lawrence Family Helper Project;Tamil Nadu, Nanguneri;Social Welfare , Social Welfare;
14638;Lawyers Collective HIV/AIDS Unit;Maharashtra, Mumbai;Legal Aid;
17286;Laxmi Charitable Trust Eye Hospital;Maharashtra, Panvel;Disabilities - Visually - Challenged;
8974;Laxmi Educational Society;Delhi, Delhi;Children - Education;
22738;Laxmi Mahila Bal Vikas Samiti Kaman;Rajasthan, Bharatpur;Children - Education , Education - Literacy , Rural Development;
39874;Laxmi Memorial Education Trust;Karnataka, Mangalore;Children - Education;
33586;Laxmi Seva Sanshthan;Uttar Pradesh, Lucknow;Children - Slums , Medical - HIV / AIDs , Social Welfare;
33520;Laxmi Women & Child Welfare Organization;Uttar Pradesh, Lucknow;Women;
19646;Laxmikanta Raut Memorial Trust;Orissa, Balasore;Art and Culture , Blood donation , Social Welfare;
12938;laxmipralhad welfare foundation;Maharashtra, Buldhana;Children - Orphanages , Human Rights , Social Welfare;
1588;Lay People Education And Development Trust (LEAD);Andhra Pradesh, Srikakulam;Rural Development , Rural Development , Social Welfare;
35286;Layul Tribals Welfare Association;Himachal Pradesh, Kullu;Social Welfare , Social Welfare;
1428;LC DIDSABILITY AND DEVELOPMENT PROGRAMMES;Andhra Pradesh, Prakasam;Children - Early Intervention , Disabilities , Self Help Groups;
8976;Lead India (Leadership for Environment and Development);Delhi, Delhi;Children - Education;
32578;Leaders for Education Action and Development Trust;Tamil Nadu, Villipuram;Social Welfare , Social Welfare;
29640;Leadership through Education and Action Foundation Society - LEAF Society;Tamil Nadu, Namakkal;Agriculture , Children , Self Help Groups;
24430;Leading Organisation for Redressing Problems of Deprived;Tamil Nadu, Chennai;Children - Street Children , Disabilities - Mentally - Challenged , Medical - Health;
38294;Leading Organisation for Rural Development;Karnataka, Bellary;Social Welfare;
25068;Leading Orgnation For Redressing Problems;Tamil Nadu, Chennai;Children - Education , Social Welfare;
30806;League For Education And Development;Tamil Nadu, Thenkasi;Children - Education , Social Welfare;
32032;League For Integrated Growth Of Hill Tribe Trust;Tamil Nadu, Trichy;Children - Education , Social Welfare;
126;League of Mercy -The Shelter;Maharashtra, Mumbai, Byculla (E);Women;
14850;LeapForWord;Maharashtra, Mumbai, Goregaon (E);Education - Literacy , Youth;
4122;Learn Educate Teach Society;Gujarat, Ahmedabad;Children - Education , Institution;
15020;Learning Boat;Maharashtra, Mumbai, Jogeshwari (E);Communal Harmony , Community Development , Youth;
33138;Learning In Field Training;Uttar Pradesh, Ghaziabad;Children - Education , Education - Literacy , Vocational Training;
10462;Learning Links Foundation;Delhi, Delhi;Children - Education;
18664;Learning Space Foundation;Maharashtra, Thane;Children - Education , Children - Education;
10292;LearningChannel.org;Delhi, Delhi;Children - Education;
5856;Leather Development Foundation;Gujarat, Surat;Social Welfare , Social Welfare;
1738;Lebenshilfe;Andhra Pradesh, Visakhapatnam;Disabilities;
1764;Lebenshilfe for the Mentally Challenged;Andhra Pradesh, Visakhapatnam;Children , Disabilities - Mentally - Challenged , Vocational Training;
15988;Leela Mhatre Pratishthan;Maharashtra, Mumbai, Prabhadevi;Business - Management and Research , Disabilities - Physically - Challenged , Senior Citizens;
38038;Leena Charitable Trust;Karnataka, Bangalore;Children - Street Children , Disabilities , Women;
38156;Lefayette Hospital;Karnataka, Belgaum;Social Welfare;
8978;Legal Aid & Advice Centre;Delhi, Delhi;Legal Aid;
29470;Legal Aid To Women Trust;Tamil Nadu, Nagapattinam;Social Welfare , Social Welfare;
25070;Legal Education & Aid Society;Tamil Nadu, Chennai;Children - Education , Social Welfare;
1136;Legal Education and Action for the Development of Society - LEADS;Andhra Pradesh, Krishna;Medical - Services , Social Welfare;
36008;Legal Watch;Jharkhand, Ranchi;Consumer Rights , Legal Aid , Medical - Alternative Therapies;
14002;LEGALIS;Maharashtra, Mumbai, Borivali (W);Corruption , Legal Aid , Right to Information ( RTI );
35632;Leh Nutrition Project;Jammu and Kashmir, Katra;Children - Education , Social Welfare;
35676;Leh Nutrition Project;Jammu and Kashmir, Others;Children , Children - Education , Medical - Health;
22464;Lehri Modern School;Punjab, Taran Taran;Art and Culture , Children - Education , Education - Literacy;
22466;Lehri Modern School;Punjab, Taran Taran;Art and Culture , Children - Education , Education - Literacy;
24108;LELC Leprosy Control Project;Tamil Nadu, Arcot;Social Welfare , Social Welfare;
25800;Lemelson Recognition and Mentoring Programme (L-RAMP);Tamil Nadu, Chennai;Children - Education;
15090;Lend Your Hand;Maharashtra, Mumbai, JVPD Scheme;Social Welfare;
18132;Lend-A-Hand-India;Maharashtra, Pune;Social Welfare;
1748;Lenity for Orphans Aged and Rural Development Society;Andhra Pradesh, Visakhapatnam;Children - Orphanages , Senior Citizens , Women - Widows;
14946;Lenyadri Shikshan Sanstha;Maharashtra, Mumbai, Govandi;Children , Children - Slums , Social Welfare;
15756;Leo Club of Bombay Lakeside;Maharashtra, Mumbai, Mulund (W);Children - Education , Children - Orphanages , Youth;
14724;Leo Club of Bombay Up-Town;Maharashtra, Mumbai, Ghatkopar (E);Social Welfare , Youth;
15132;Leo Club of Kandivali Western Express;Maharashtra, Mumbai, Kandivali (E);Networks;
21864;LEO CLUB OF NIT ROURKELA;Orissa, Rourkela;Children - Education , Children - Slums , Community Development;
32234;Leo Club of SPIC Nagar;Tamil Nadu, Tuticorin;Education - Literacy , Empowerment , Social Welfare;
13552;Leo Club Of Sujok Mumbai;Maharashtra, Mumbai, Andheri (E);Medical - Health , Medical - Services;
37040;Leonard Cheshire Disability  - South Asia Regional Office;Karnataka, Bangalore;Community Development , Disabilities;
13542;Leonard Cheshire Disability-National Council India;Maharashtra, Mumbai, Andheri (E);Disabilities;
25072;Lepers Welfare Society;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
1514;LEPRA Society;Andhra Pradesh, Secunderabad;Community Development , Health - Yoga;
10564;Leprosy Mission Trust India;Delhi, Delhi;Medical - Leprosy;
6876;Leprosy Rehabilitation Society Bethany;Delhi, Delhi;Social Welfare;
30150;Leprosy Research Rural Centre;Tamil Nadu, Salem;Social Welfare , Social Welfare;
4392;Leprosy Trust of India;Gujarat, Baroda;Medical - Leprosy , Social Welfare;
20716;Lepson Orissa;Orissa, Dhenkanal;Social Welfare;
25074;Les Ateliers Au Fils D 'indra';Tamil Nadu, Chennai;Social Welfare , Social Welfare;
34590;Let Us Care for You;West Bengal, Howrah;Blood donation , Children - Education , Social Welfare;
7282;LEU Foundation(Learn Empower Uplift);Delhi, Delhi;Children - Education , Education - Literacy , Vocational Training;
30000;Leverage;Tamil Nadu, Pudukottai;Social Welfare , Social Welfare;
36932;Lewis Foundation of Classical Ballet, The;Karnataka, Bangalore;Art and Culture , Children;
35652;Lha-Rje Sorig Foundation;Jammu and Kashmir, Katra;Social Welfare , Social Welfare;
34838;Liberal Association for Movement of People (LAMP);West Bengal, Kolkota;Children , Women;
36418;Liberal friends for humanity trust (LFHT);Karnataka, Bangalore;Education - Literacy , Social Welfare , Youth;
24188;Liberation Action Movent Of People;Tamil Nadu, Arcot;Social Welfare , Social Welfare;
32580;Liberation Movement For Women;Tamil Nadu, Villipuram;Social Welfare , Social Welfare;
29934;Liberration Organisation Of Rural Development;Tamil Nadu, Pudukottai;Social Welfare , Social Welfare;
6878;Liberty Institute;Delhi, Delhi;Social Welfare;
7402;Liberty Institute;Delhi, Delhi;Governance , Medical - Research Centre;
1346;liberty society;Andhra Pradesh, Nizamabad;Children - Education;
5538;Liemondi Bighag Adivasi Ket Mandal;Gujarat, Panchamahals;Social Welfare , Social Welfare;
15982;LIFE;Maharashtra, Mumbai, Prabhadevi;Children - Education;
20202;Life Academy Of Vocational Studies;Orissa, Bhubaneshwar;Children - Education;
30960;Life Aid Centre For The Disabled;Tamil Nadu, Thiruvallur;Social Welfare , Social Welfare;
1578;LIFE BLESSING MOVEMENT;Andhra Pradesh, Srikakulam;Children , Children - Orphanages;
28340;Life Care Trust;Tamil Nadu, Kanyakumari;Social Welfare , Social Welfare;
20814;Life Changing Movement;Orissa, Gajapati;Social Welfare;
25076;Life Charitable Trust;Tamil Nadu, Chennai;Children - Education , Social Welfare;
26810;Life Christian Centre Trust;Tamil Nadu, Coimbatore;Children - Education , Social Welfare;
31840;life clinic foundation;Tamil Nadu, Tiruppur;Business - Business Development Services , Children - Child Guidance Clinic , Children - Education;
28234;Life Enrichment Services;Tamil Nadu, Kanyakumari;Children - Education , Social Welfare;
2098;Life Foundation;Assam;Agriculture , Children , Disabilities;
11598;Life foundation;Madhya Pradesh, Bhopal;Family Welfare , Social Welfare , Women - Widows;
17130;LIFE FOUNDATION EYE & BLOOD DONOR FORUM;Maharashtra, Navi Mumbai;Donors , Slum Development , Social Welfare;
25078;Life Help Centre For Handicapped;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
25080;Life In Christ Ministries;Tamil Nadu, Chennai;Children - Education , Social Welfare;
30282;Life Institution For Freedom And Employment;Tamil Nadu, Sankarankoil;Social Welfare , Social Welfare;
7372;LIFE LINE CARE ORGANISATION;Delhi, Delhi;Children - Slums , Disabilities , Social Welfare;
21082;Life Line Orissa;Orissa, Khurdha;Social Welfare;
4394;Life Mission;Gujarat, Baroda;Social Welfare , Social Welfare;
39054;Life Science Foundation India;Karnataka, Hospet;Medical - Naturopathy;
8980;Life Sciences Foundation;Delhi, Delhi;Social Welfare;
27748;life to india mission;Tamil Nadu, Ellavoyalchavadi;Children - Education , Disabilities - Physically - Challenged , Spiritual Development;
16446;LIFE Trust;Maharashtra, Mumbai, Worli;Children - Education , Children - Orphanages , Vocational Training;
962;Life-Health Reinforcement Group;Andhra Pradesh, Hyderabad;Community Development , Medical - Reproductive Health , Women;
21806;LifeLine;Orissa, Puri;Environment , Self Help Groups , Sustainable Development;
18656;Lifeline Educational and Charitable Trust;Maharashtra, Thane;Children , Children - Education , Education - Literacy;
12540;lifeline Health Reasearch & Development Foundation;Maharashtra, Ahmednagar;Community Development , Empowerment , Rural Development;
